Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
4080.ukbb.sumstats.gz,M38178.metal.pos.txt.gz.tab.sumstats.gz,0.055,0.055,0.997,0.319,0.277,0.14,0.927,0.01,0.004,0.006
4080.ukbb.sumstats.gz,M38768.metal.pos.txt.gz.tab.sumstats.gz,-0.059,0.061,-0.957,0.339,0.269,0.062,1.004,0.006,0.003,0.006
4080.ukbb.sumstats.gz,M54.ukbb.sumstats.gz,0.131,0.051,2.562,0.01,0.01,0.002,1.005,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M67.ukbb.sumstats.gz,-0.029,0.095,-0.3,0.764,0.002,0.001,0.999,0.006,-0.002,0.006
4080.ukbb.sumstats.gz,M70.ukbb.sumstats.gz,-0.049,0.064,-0.772,0.44,0.004,0.001,0.983,0.006,0.004,0.005
4080.ukbb.sumstats.gz,M72.ukbb.sumstats.gz,0.109,0.053,2.061,0.039,0.01,0.003,1.017,0.02,0,0.006
4080.ukbb.sumstats.gz,MA_EA_1st_stage.txt.gz.tab.sumstats.gz,-0.222,0.031,-7.227,4.94E-13,0.107,0.007,1.027,0.009,0.004,0.007
4080.ukbb.sumstats.gz,MAGIC_2hrGlucose_AdjustedForBMI.txt.tab.sumstats.gz,0.177,0.07,2.543,0.011,0.103,0.036,0.993,0.007,-0.003,0.006
4080.ukbb.sumstats.gz,MAGIC_FastingGlucose.txt.tab.sumstats.gz,0.206,0.043,4.754,1.99E-06,0.095,0.019,0.99,0.009,0.003,0.006
4080.ukbb.sumstats.gz,MAGIC_HbA1C.txt.tab.sumstats.gz,0.113,0.053,2.12,0.034,0.065,0.012,0.999,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,MAGIC_INSULIN_SECRETION_AUCins_AUCgluc_for_release_HMrel27.txt.tab.sumstats.gz,-0.009,0.309,-0.03,0.976,0.021,0.088,1.011,0.008,0.007,0.006
4080.ukbb.sumstats.gz,MAGIC_INSULIN_SECRETION_AUCins_for_release_HMrel27.txt.tab.sumstats.gz,0.092,0.308,0.299,0.765,0.043,0.089,1.011,0.008,0.006,0.007
4080.ukbb.sumstats.gz,MAGIC_INSULIN_SECRETION_CIR_for_release_HMrel27.txt.tab.sumstats.gz,-0.045,0.095,-0.472,0.637,0.154,0.088,1,0.007,0.006,0.006
4080.ukbb.sumstats.gz,MAGIC_INSULIN_SECRETION_CIR_ISI_for_release_HMrel27.txt.tab.sumstats.gz,-0.091,0.125,-0.727,0.467,0.092,0.089,1.004,0.007,0.005,0.006
4080.ukbb.sumstats.gz,MAGIC_INSULIN_SECRETION_DI_for_release_HMrel27.txt.tab.sumstats.gz,-0.153,0.13,-1.17,0.242,0.113,0.087,1.004,0.007,0.003,0.006
4080.ukbb.sumstats.gz,MAGIC_INSULIN_SECRETION_Incr30_for_release_HMrel27.txt.tab.sumstats.gz,0.044,0.116,0.379,0.705,0.113,0.082,1.002,0.008,0.004,0.006
4080.ukbb.sumstats.gz,MAGIC_INSULIN_SECRETION_Ins30_BMI_for_release_HMrel27.txt.tab.sumstats.gz,-0.011,0.13,-0.088,0.93,0.077,0.077,1.011,0.007,0.004,0.006
4080.ukbb.sumstats.gz,MAGIC_INSULIN_SECRETION_Ins30_for_release_HMrel27.txt.tab.sumstats.gz,0.025,0.155,0.162,0.871,0.056,0.081,1.005,0.007,0.003,0.006
4080.ukbb.sumstats.gz,MAGIC_INSULIN_SECRETION_ISI_for_release_HMrel27.txt.tab.sumstats.gz,NA,NA,NA,NA,-0.007,0.082,1.009,0.007,-0.002,0.007
4080.ukbb.sumstats.gz,MAGIC_ln_FastingInsulin.txt.tab.sumstats.gz,0.189,0.056,3.371,0.001,0.071,0.012,1.002,0.006,0.014,0.006
4080.ukbb.sumstats.gz,MAGIC_ln_fastingProinsulin.txt.tab.sumstats.gz,0.115,0.081,1.426,0.154,0.182,0.089,0.984,0.01,-0.006,0.006
4080.ukbb.sumstats.gz,MAGIC_ln_HOMA-B.txt.tab.sumstats.gz,0.005,0.057,0.078,0.937,0.085,0.014,0.993,0.007,0.018,0.006
4080.ukbb.sumstats.gz,MAGIC_ln_HOMA-IR.txt.tab.sumstats.gz,0.205,0.065,3.124,0.002,0.068,0.013,1.004,0.007,0.016,0.007
4080.ukbb.sumstats.gz,MAGIC_Manning_et_al_FastingGlucose_Interaction.txt.tab.sumstats.gz,NA,NA,NA,NA,-0.038,0.008,1.074,0.007,0.003,0.006
4080.ukbb.sumstats.gz,MAGIC_Manning_et_al_FastingGlucose_MainEffect.txt.tab.sumstats.gz,0.218,0.041,5.353,8.64E-08,0.096,0.019,1.002,0.01,0.007,0.006
4080.ukbb.sumstats.gz,MAGIC_Manning_et_al_lnFastingInsulin_Interaction.txt.tab.sumstats.gz,NA,NA,NA,NA,-0.042,0.008,1.073,0.007,-0.005,0.006
4080.ukbb.sumstats.gz,MAGIC_Manning_et_al_lnFastingInsulin_MainEffect.txt.tab.sumstats.gz,0.23,0.048,4.782,1.73E-06,0.07,0.01,1.015,0.007,0.009,0.006
4080.ukbb.sumstats.gz,MAGIC_Scott_et_al_2hGlu_Jan2013.txt.tab.sumstats.gz,0.362,0.068,5.281,1.28E-07,0.196,0.039,1.077,0.025,-0.023,0.023
4080.ukbb.sumstats.gz,MAGIC_Scott_et_al_FG_Jan2013.txt.tab.sumstats.gz,0.26,0.04,6.469,9.88E-11,0.331,0.07,1.267,0.092,-0.064,0.025
4080.ukbb.sumstats.gz,MAGIC_Scott_et_al_FI_adjBMI_Jan2013.txt.tab.sumstats.gz,0.284,0.047,6.016,1.79E-09,0.234,0.033,1.051,0.032,-0.034,0.024
4080.ukbb.sumstats.gz,MAGIC_Scott_et_al_FI_Jan2013.txt.tab.sumstats.gz,0.317,0.046,6.908,4.91E-12,0.243,0.026,1.103,0.03,-0.05,0.023
4080.ukbb.sumstats.gz,Mc_HDL.txt.tab.all_pos.sumstats.gz,-0.096,0.045,-2.148,0.032,0.565,0.225,1.546,0.388,0.002,0.032
4080.ukbb.sumstats.gz,Mc_LDL.txt.tab.all_pos.sumstats.gz,-0.172,0.531,-0.324,0.746,0.12,0.429,1.906,0.659,0.092,0.042
4080.ukbb.sumstats.gz,MCP1_noBMI.data.eaf.tab.sumstats.gz,0.098,0.074,1.326,0.185,0.186,0.084,0.995,0.008,-9.61E-05,0.006
4080.ukbb.sumstats.gz,MCP3_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.727,0.601,1.01,0.008,5.16E-05,0.006
4080.ukbb.sumstats.gz,MCSF_noBMI.data.eaf.tab.sumstats.gz,0.081,0.473,0.172,0.864,0.186,0.538,0.99,0.007,0.003,0.006
4080.ukbb.sumstats.gz,Mc_TC.txt.tab.all_pos.sumstats.gz,-0.1,0.073,-1.381,0.167,0.417,0.325,1.566,0.429,0.083,0.034
4080.ukbb.sumstats.gz,Mc_TG.txt.tab.all_pos.sumstats.gz,0.073,0.038,1.938,0.053,1.127,0.353,0.778,0.134,0,0.035
4080.ukbb.sumstats.gz,Menarche_Nature2014_GWASMetaResults_17122014.txt.tab.sumstats.gz,-0.082,0.023,-3.636,0,0.12,0.006,0.969,0.011,-0.008,0.007
4080.ukbb.sumstats.gz,Menopause_HapMap2_DayNG2015_18112015.txt.tab.sumstats.gz,0.036,0.031,1.169,0.242,0.14,0.016,0.987,0.014,-0.002,0.007
4080.ukbb.sumstats.gz,Men_SNP_gwas_mc_merge_nogc.tbl.uniq.gz.tab.sumstats.gz,0.083,0.027,3.09,0.002,0.177,0.012,0.789,0.009,0.005,0.007
4080.ukbb.sumstats.gz,MESA_blacklogemph950Model2_21112011filter0.8.csv.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,MESA_chineselogemph950Model2_21112011filter0.8.csv.tab.sumstats.gz,NA,NA,NA,NA,-0.124,0.169,1.014,0.008,0.006,0.006
4080.ukbb.sumstats.gz,MESA_hispaniclogemph950Model2_21112011filter0.8.csv.tab.sumstats.gz,-0.141,0.266,-0.531,0.596,0.066,0.163,1.025,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,MESA_MetaAnallogemph950Model2.csv.tab.sumstats.gz,0.363,0.492,0.738,0.46,0.022,0.051,1.017,0.006,-0.002,0.006
4080.ukbb.sumstats.gz,MESA_whitelogemph950Model2_21112011filter0.8.csv.tab.sumstats.gz,-0.181,0.298,-0.607,0.544,0.091,0.19,0.995,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,meta3.INTsnplist_F.txt.tab.sumstats.gz,0.032,0.216,0.15,0.881,0.038,0.105,1.016,0.007,0.002,0.006
4080.ukbb.sumstats.gz,METAANALYSIS11.TBL.2crtm2cohorts.new.tab.sumstats.gz,NA,NA,NA,NA,-0.059,0.17,0.999,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,METAANALYSIS1.IT.TBL.new.tab.sumstats.gz,NA,NA,NA,NA,-0.1,0.18,0.992,0.007,0.001,0.006
4080.ukbb.sumstats.gz,METAANALYSIS1.SRT.TBL.new.tab.sumstats.gz,NA,NA,NA,NA,-0.135,0.188,1,0.007,-0.01,0.006
4080.ukbb.sumstats.gz,METAANALYSIS1.TBL.DS3cohorts.new.tab.sumstats.gz,-0.241,0.14,-1.722,0.085,0.213,0.15,0.997,0.007,0.003,0.006
4080.ukbb.sumstats.gz,METAANALYSIS2.4CRT.TBL.new.tab.sumstats.gz,NA,NA,NA,NA,-0.133,0.166,0.994,0.007,0.001,0.006
4080.ukbb.sumstats.gz,METAANALYSIS2.factor.TBL.new.tab.sumstats.gz,-0.116,0.235,-0.494,0.622,0.075,0.177,0.989,0.007,0.005,0.006
4080.ukbb.sumstats.gz,metal.Chinesecc.maf02.info06.MR-base_LDhub.score_add.assoc.tab.sumstats.gz,0.039,0.086,0.448,0.654,1.106,0.694,1.019,0.008,0.001,0.006
4080.ukbb.sumstats.gz,METAserumurate_BMIbySNPinter_all.txt.tab.sumstats.gz,NA,NA,NA,NA,-0.012,0.01,1.008,0.007,-0.017,0.006
4080.ukbb.sumstats.gz,METAserumurate_BMIbySNPinter_men.txt.tab.sumstats.gz,NA,NA,NA,NA,-0.002,0.011,1.023,0.007,-0.005,0.007
4080.ukbb.sumstats.gz,METAserumurate_BMIbySNPinter_women.txt.tab.sumstats.gz,NA,NA,NA,NA,-0.01,0.01,1.015,0.006,-0.019,0.006
4080.ukbb.sumstats.gz,METAserumurate_lean_all.txt.tab.sumstats.gz,0.064,0.074,0.86,0.39,0.308,0.248,0.971,0.034,0.006,0.006
4080.ukbb.sumstats.gz,METAserumurate_lean_men.txt.tab.sumstats.gz,0.074,0.098,0.759,0.448,0.206,0.159,1,0.01,0.002,0.005
4080.ukbb.sumstats.gz,METAserumurate_lean_women.txt.tab.sumstats.gz,0.07,0.149,0.472,0.637,0.457,0.424,0.966,0.038,0.003,0.006
4080.ukbb.sumstats.gz,METAserumurate_obese_all.txt.tab.sumstats.gz,0.188,0.173,1.087,0.277,0.148,0.114,0.981,0.019,-0.009,0.006
4080.ukbb.sumstats.gz,METAserumurate_obese_men.txt.tab.sumstats.gz,-0.011,0.223,-0.047,0.962,0.038,0.056,1.01,0.007,0.001,0.006
4080.ukbb.sumstats.gz,METAserumurate_obese_women.txt.tab.sumstats.gz,0.262,0.229,1.141,0.254,0.381,0.28,0.988,0.02,-0.012,0.006
4080.ukbb.sumstats.gz,METAserumurate_overweight_all.txt.tab.sumstats.gz,0.104,0.048,2.143,0.032,0.512,0.301,0.972,0.026,0.002,0.006
4080.ukbb.sumstats.gz,METAserumurate_overweight_men.txt.tab.sumstats.gz,0.073,0.05,1.462,0.144,0.471,0.199,0.993,0.009,0.004,0.005
4080.ukbb.sumstats.gz,METAserumurate_overweight_women.txt.tab.sumstats.gz,0.133,0.143,0.932,0.351,0.873,0.696,0.975,0.031,-0.003,0.005
4080.ukbb.sumstats.gz,META_STAGE1_GWASHR_SUMSTATS.txt.tab.sumstats.gz,-0.016,0.035,-0.442,0.659,0.084,0.009,1.015,0.009,-0.008,0.007
4080.ukbb.sumstats.gz,metastroke.all.chr.bp.tab.sumstats.gz,0.274,0.065,4.197,2.71E-05,0.074,0.017,0.995,0.007,0.01,0.007
4080.ukbb.sumstats.gz,metastroke.ce.chr.bp.tab.sumstats.gz,0.187,0.146,1.287,0.198,0.023,0.022,1.016,0.007,0.003,0.006
4080.ukbb.sumstats.gz,metastroke.lvd.chr.bp.tab.sumstats.gz,0.455,0.239,1.905,0.057,0.02,0.02,1.023,0.006,0.017,0.007
4080.ukbb.sumstats.gz,metastroke.svd.chr.bp.tab.sumstats.gz,NA,NA,NA,NA,-0.009,0.021,1.022,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,mi.add.030315.website.txt.tab.sumstats.gz,0.336,0.031,10.888,1.32E-27,0.057,0.005,0.901,0.008,0.002,0.007
4080.ukbb.sumstats.gz,MIF_noBMI.data.eaf.tab.sumstats.gz,0.272,0.202,1.347,0.178,0.115,0.146,1.001,0.008,-0.005,0.006
4080.ukbb.sumstats.gz,MIG_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.136,0.108,1.013,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,MIP1a_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.161,0.14,1.013,0.008,-0.009,0.006
4080.ukbb.sumstats.gz,MIP1b_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,MPV.txt.tab.sumstats.gz,0.031,0.043,0.733,0.463,0.325,0.052,0.979,0.011,0,0.008
4080.ukbb.sumstats.gz,N19.ukbb.sumstats.gz,0.009,0.09,0.104,0.917,0.003,0.001,0.999,0.007,0.008,0.006
4080.ukbb.sumstats.gz,N20.ukbb.sumstats.gz,0.009,0.054,0.163,0.87,0.009,0.002,1.006,0.007,0.012,0.005
4080.ukbb.sumstats.gz,N32.ukbb.sumstats.gz,-0.074,0.076,-0.977,0.328,0.004,0.001,0.989,0.006,0.004,0.006
4080.ukbb.sumstats.gz,N40.ukbb.sumstats.gz,-0.002,0.053,-0.043,0.966,0.007,0.002,1.005,0.009,0.009,0.006
4080.ukbb.sumstats.gz,N6meta1821.tbl.gz.tab.sumstats.gz,-0.146,0.407,-0.358,0.72,0.153,0.151,1.02,0.008,0.001,0.006
4080.ukbb.sumstats.gz,N6meta1831.tbl.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.405,0.106,1.085,0.015,-0.001,0.006
4080.ukbb.sumstats.gz,N6meta2031.tbl.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,N6meta2041.tbl.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,N6meta2241.tbl.gz.tab.sumstats.gz,0.174,0.109,1.591,0.112,0.154,0.102,1.005,0.007,-0.01,0.006
4080.ukbb.sumstats.gz,N81.ukbb.sumstats.gz,-0.044,0.057,-0.776,0.438,0.008,0.002,1.023,0.007,0.02,0.006
4080.ukbb.sumstats.gz,N92.ukbb.sumstats.gz,0.18,0.065,2.772,0.006,0.007,0.002,1.001,0.007,-0.035,0.007
4080.ukbb.sumstats.gz,Neuroticism_Full.txt.gz.tab.sumstats.gz,-0.039,0.042,-0.923,0.356,0.091,0.008,0.987,0.013,-0.002,0.01
4080.ukbb.sumstats.gz,O75.ukbb.sumstats.gz,-0.062,0.082,-0.756,0.45,0.003,0.001,0.987,0.006,-0.019,0.006
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_GWAS_ER_negative_disease.txt.tab.sumstats.gz,0.012,0.062,0.199,0.842,0.076,0.023,1.007,0.007,0.006,0.006
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_GWAS_ER_positive_disease.txt.tab.sumstats.gz,0.001,0.061,0.011,0.991,0.111,0.022,0.999,0.007,0.002,0.006
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_GWAS.txt.tab.sumstats.gz,0.005,0.038,0.141,0.888,0.153,0.021,0.998,0.008,0.002,0.006
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_iCOGS_ER_negative_disease.txt.tab.sumstats.gz,-0.023,0.064,-0.359,0.719,0.052,0.011,1.016,0.007,0.003,0.007
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_iCOGS_ER_positive_disease.txt.tab.sumstats.gz,-0.02,0.032,-0.62,0.535,0.15,0.016,1.043,0.013,0.005,0.007
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_iCOGS.txt.tab.sumstats.gz,-0.007,0.03,-0.231,0.817,0.142,0.013,1.057,0.014,0.003,0.007
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_meta-analysis_ER_negative_disease.txt.tab.sumstats.gz,0.042,0.034,1.237,0.216,0.073,0.007,1.084,0.01,0.003,0.007
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_meta-analysis_ER_positive_disease.txt.tab.sumstats.gz,0.009,0.023,0.385,0.7,0.137,0.013,1.079,0.021,0.004,0.008
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_meta-analysis.txt.tab.sumstats.gz,0.015,0.022,0.668,0.504,0.134,0.011,1.101,0.022,0.005,0.008
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_oncoarray_ER_negative_disease.txt.tab.sumstats.gz,0.118,0.05,2.331,0.02,0.051,0.01,1.023,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_oncoarray_ER_positive_disease.txt.tab.sumstats.gz,0.037,0.03,1.237,0.216,0.139,0.016,1.048,0.014,-0.001,0.007
4080.ukbb.sumstats.gz,oncoarray_bcac_public_release_oct17_oncoarray.txt.tab.sumstats.gz,0.038,0.029,1.307,0.191,0.116,0.013,1.049,0.014,0.003,0.007
4080.ukbb.sumstats.gz,Onco_TRICL_032116_Adeno.csv.tab.sumstats.gz,0.044,0.042,1.035,0.301,0.064,0.011,1.085,0.009,-0.003,0.006
4080.ukbb.sumstats.gz,Onco_TRICL_032116_Ever.csv.tab.sumstats.gz,0.054,0.043,1.269,0.204,0.119,0.027,1.093,0.009,-0.005,0.006
4080.ukbb.sumstats.gz,Onco_TRICL_032116_Never.csv.tab.sumstats.gz,0.105,0.105,1.005,0.315,0.084,0.057,1.003,0.007,-0.009,0.006
4080.ukbb.sumstats.gz,Onco_TRICL_032116_Overall.csv.tab.sumstats.gz,0.072,0.036,1.976,0.048,0.087,0.016,1.077,0.011,-0.007,0.007
4080.ukbb.sumstats.gz,Onco_TRICL_032116_Small.csv.tab.sumstats.gz,0.048,0.058,0.817,0.414,0.127,0.026,1.14,0.008,0,0.007
4080.ukbb.sumstats.gz,Onco_TRICL_032116_Squam.csv.tab.sumstats.gz,0.072,0.047,1.522,0.128,0.062,0.012,1.094,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,Ovarian_clearcell.txt.tab.sumstats.gz,0.021,0.083,0.248,0.804,0.02,0.011,1.007,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,PDGFbb_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,pgcasdeuro.gz.tab.sumstats.gz,-0.13,0.048,-2.736,0.006,0.455,0.054,0.966,0.007,0.006,0.006
4080.ukbb.sumstats.gz,pgc.bip.clump.2012-04.txt.gz.tab.sumstats.gz,-0.057,0.032,-1.82,0.069,3.092,0.1,1.107,0.019,0.019,0.016
4080.ukbb.sumstats.gz,pgc.bip.full.2012-04.txt.gz.tab.sumstats.gz,-0.031,0.038,-0.828,0.408,0.441,0.039,1.021,0.008,-0.008,0.006
4080.ukbb.sumstats.gz,pgc.cross.AUT8.2013-05.txt.gz.tab.sumstats.gz,-0.094,0.048,-1.978,0.048,0.15,0.019,0.975,0.007,0.002,0.006
4080.ukbb.sumstats.gz,pgc.cross.full.2013-03.txt.tab.sumstats.gz,-0.038,0.031,-1.252,0.211,0.176,0.011,1.012,0.008,-0.005,0.006
4080.ukbb.sumstats.gz,pgc.mdd.clump.2012-04.txt.gz.tab.sumstats.gz,0.002,0.028,0.064,0.949,2.227,0.073,1.071,0.015,-0.008,0.012
4080.ukbb.sumstats.gz,pgc.mdd.full.2012-04.txt.gz.tab.sumstats.gz,0.046,0.048,0.958,0.338,0.166,0.026,1.007,0.006,-0.008,0.006
4080.ukbb.sumstats.gz,phs000017.pha002858.txt.gz.tab.all_neg.sumstats.gz,-0.012,0.056,-0.208,0.835,0.366,0.229,1.016,0.007,-0.001,0.005
4080.ukbb.sumstats.gz,phs000021.pha002859.txt.gz.tab.all_neg.sumstats.gz,0.027,0.092,0.3,0.765,0.097,0.181,1.028,0.007,0,0.004
4080.ukbb.sumstats.gz,phs000089.pha002868.txt.gz.tab.sumstats.gz,0.048,0.047,1.018,0.309,0.358,0.12,1.127,0.009,-0.002,0.006
4080.ukbb.sumstats.gz,phs000092.pha002907.txt.gz.tab.sumstats.gz,-0.035,0.047,-0.751,0.453,0.175,0.111,1.044,0.007,0.004,0.004
4080.ukbb.sumstats.gz,phs000102.pha002844.txt.gz.tab.sumstats.gz,0.007,0.094,0.075,0.941,0.558,1.057,1.053,0.01,-0.002,0.006
4080.ukbb.sumstats.gz,phs000122.pha002848.txt.gz.tab.sumstats.gz,-0.008,0.042,-0.189,0.85,0.553,0.265,1.036,0.01,0.002,0.005
4080.ukbb.sumstats.gz,phs000124.pha002895.txt.gz.tab.sumstats.gz,0.011,0.035,0.315,0.752,0.474,0.124,1.092,0.009,0.003,0.005
4080.ukbb.sumstats.gz,phs000125.pha002892.txt.gz.tab.sumstats.gz,-0.174,0.216,-0.808,0.419,0.123,0.231,1.037,0.007,0.006,0.004
4080.ukbb.sumstats.gz,phs000126.pha002865.txt.gz.tab.all_neg.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,phs000130.pha002847.txt.gz.tab.all_neg.sumstats.gz,-0.006,0.051,-0.113,0.91,0.763,0.31,1.044,0.009,0,0.006
4080.ukbb.sumstats.gz,phs000139.pha002854.txt.gz.tab.sumstats.gz,0.032,0.063,0.514,0.608,0.322,0.198,1.022,0.01,-0.004,0.007
4080.ukbb.sumstats.gz,phs000171.pha002861.txt.gz.tab.sumstats.gz,-0.01,0.024,-0.43,0.667,2.159,0.254,0.957,0.006,0.004,0.005
4080.ukbb.sumstats.gz,phs000206.pha002874.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.134,0.132,1.018,0.008,-0.001,0.006
4080.ukbb.sumstats.gz,phs000219.pha002879.txt.gz.tab.sumstats.gz,0.014,0.047,0.309,0.757,0.62,0.238,0.969,0.009,-0.002,0.006
4080.ukbb.sumstats.gz,PLT.txt.tab.sumstats.gz,0.114,0.034,3.392,0.001,0.121,0.012,0.986,0.009,-0.012,0.006
4080.ukbb.sumstats.gz,Pubertal_growth_10F_12M_combined.txt.gz.tab.sumstats.gz,-0.078,0.047,-1.656,0.098,0.434,0.049,0.952,0.008,0.001,0.008
4080.ukbb.sumstats.gz,Pubertal_growth_10F.txt.gz.tab.sumstats.gz,-0.026,0.061,-0.427,0.669,0.576,0.075,0.957,0.008,-0.004,0.008
4080.ukbb.sumstats.gz,Pubertal_growth_12M.txt.gz.tab.sumstats.gz,-0.136,0.058,-2.365,0.018,0.403,0.086,0.976,0.008,0.006,0.007
4080.ukbb.sumstats.gz,Pubertal_growth_PGF_PGM_combined.txt.gz.tab.sumstats.gz,-0.164,0.05,-3.297,0.001,0.353,0.05,0.968,0.008,0.007,0.007
4080.ukbb.sumstats.gz,Pubertal_growth_PGF.txt.gz.tab.sumstats.gz,-0.153,0.064,-2.398,0.016,0.388,0.087,0.981,0.007,0.006,0.006
4080.ukbb.sumstats.gz,Pubertal_growth_PGM.txt.gz.tab.sumstats.gz,-0.156,0.066,-2.369,0.018,0.407,0.098,0.98,0.007,0.003,0.006
4080.ukbb.sumstats.gz,Pubertal_growth_PTF_PTM_combined.txt.gz.tab.sumstats.gz,-0.02,0.065,-0.303,0.762,0.434,0.109,0.983,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,Pubertal_growth_PTF.txt.gz.tab.sumstats.gz,0.015,0.077,0.195,0.845,0.245,0.083,0.981,0.007,-0.007,0.007
4080.ukbb.sumstats.gz,Pubertal_growth_PTM.txt.gz.tab.sumstats.gz,-0.02,0.072,-0.272,0.785,0.431,0.11,0.976,0.007,-0.001,0.007
4080.ukbb.sumstats.gz,R04.ukbb.sumstats.gz,0.116,0.093,1.243,0.214,0.003,0.001,0.997,0.006,0.015,0.006
4080.ukbb.sumstats.gz,R07.ukbb.sumstats.gz,0.239,0.039,6.216,5.11E-10,0.016,0.002,1.005,0.008,-0.004,0.006
4080.ukbb.sumstats.gz,R10.ukbb.sumstats.gz,0.025,0.047,0.534,0.593,0.012,0.002,0.996,0.007,-0.012,0.007
4080.ukbb.sumstats.gz,R11.ukbb.sumstats.gz,0.22,0.19,1.161,0.246,0.001,0.001,0.995,0.006,-0.009,0.006
4080.ukbb.sumstats.gz,R14.ukbb.sumstats.gz,-0.178,0.096,-1.857,0.063,0.003,0.001,0.993,0.007,0.005,0.006
4080.ukbb.sumstats.gz,R31.ukbb.sumstats.gz,0.142,0.063,2.248,0.025,0.005,0.003,1.001,0.009,0.008,0.006
4080.ukbb.sumstats.gz,R35.ukbb.sumstats.gz,-0.009,0.095,-0.09,0.928,0.003,0.001,0.998,0.007,-0.006,0.006
4080.ukbb.sumstats.gz,R55.ukbb.sumstats.gz,0.132,0.068,1.938,0.053,0.005,0.001,1.008,0.007,0.005,0.007
4080.ukbb.sumstats.gz,R69.ukbb.sumstats.gz,0.056,0.056,1.009,0.313,0.006,0.001,0.996,0.007,-0.009,0.006
4080.ukbb.sumstats.gz,RA_GWASmeta2_20090505-results.txt.gz.tab.sumstats.gz,-0.017,0.041,-0.406,0.685,0.182,0.036,0.943,0.011,-0.012,0.007
4080.ukbb.sumstats.gz,RA_GWASmeta_Asian_v2.txt.tab.sumstats.gz,0.031,0.041,0.748,0.454,0.15,0.033,0.98,0.009,-0.008,0.006
4080.ukbb.sumstats.gz,RA_GWASmeta_European_v2.txt.tab.sumstats.gz,0.016,0.03,0.519,0.604,0.15,0.028,0.952,0.016,-0.013,0.006
4080.ukbb.sumstats.gz,RA_GWASmeta_TransEthnic_v2.txt.tab.sumstats.gz,0.017,0.027,0.609,0.543,0.174,0.024,0.958,0.015,-0.014,0.005
4080.ukbb.sumstats.gz,RANTES_noBMI.data.eaf.tab.sumstats.gz,0.06,0.108,0.552,0.581,0.147,0.132,1,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,RATIO_Z_score.csv.tab.sumstats.gz,-0.019,0.031,-0.627,0.531,0.264,0.021,0.969,0.009,0,0.007
4080.ukbb.sumstats.gz,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_fathers_age_death.tab.sumstats.gz,-0.339,0.059,-5.733,9.89E-09,0.041,0.007,1.017,0.007,-0.026,0.007
4080.ukbb.sumstats.gz,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_mothers_age_death.tab.sumstats.gz,-0.286,0.062,-4.614,3.96E-06,0.034,0.007,1.015,0.007,-0.021,0.006
