Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
cad.add.160614.website.txt.tab.sumstats.gz,MAGIC_Scott_et_al_FG_Jan2013.txt.tab.sumstats.gz,0.143,0.046,3.069,0.002,0.366,0.084,1.206,0.074,0.015,0.018
cad.add.160614.website.txt.tab.sumstats.gz,MAGIC_Scott_et_al_FI_adjBMI_Jan2013.txt.tab.sumstats.gz,0.174,0.062,2.793,0.005,0.233,0.033,1.05,0.033,0.018,0.021
cad.add.160614.website.txt.tab.sumstats.gz,MAGIC_Scott_et_al_FI_Jan2013.txt.tab.sumstats.gz,0.286,0.062,4.63,3.66E-06,0.238,0.025,1.105,0.027,0.001,0.021
cad.add.160614.website.txt.tab.sumstats.gz,Mc_HDL.txt.tab.all_pos.sumstats.gz,-0.205,0.076,-2.71,0.007,0.591,0.236,1.52,0.379,-0.059,0.044
cad.add.160614.website.txt.tab.sumstats.gz,Mc_LDL.txt.tab.all_pos.sumstats.gz,0.207,0.129,1.602,0.109,0.187,0.401,1.795,0.59,0.185,0.103
cad.add.160614.website.txt.tab.sumstats.gz,MCP1_noBMI.data.eaf.tab.sumstats.gz,-0.037,0.085,-0.431,0.667,0.166,0.08,0.998,0.008,0.009,0.004
cad.add.160614.website.txt.tab.sumstats.gz,MCP3_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.773,0.573,1.012,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,MCSF_noBMI.data.eaf.tab.sumstats.gz,0.215,0.392,0.549,0.583,0.233,0.498,0.99,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Mc_TC.txt.tab.all_pos.sumstats.gz,0.124,0.125,0.994,0.32,0.343,0.383,1.699,0.554,0.168,0.111
cad.add.160614.website.txt.tab.sumstats.gz,Mc_TG.txt.tab.all_pos.sumstats.gz,0.284,0.064,4.46,8.20E-06,1.121,0.341,0.796,0.135,-0.02,0.036
cad.add.160614.website.txt.tab.sumstats.gz,Menarche_Nature2014_GWASMetaResults_17122014.txt.tab.sumstats.gz,-0.112,0.031,-3.645,0,0.119,0.006,0.97,0.011,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Menopause_HapMap2_DayNG2015_18112015.txt.tab.sumstats.gz,-0.079,0.04,-1.998,0.046,0.136,0.016,0.99,0.014,-0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Men_SNP_gwas_mc_merge_nogc.tbl.uniq.gz.tab.sumstats.gz,0.207,0.033,6.19,6.01E-10,0.175,0.011,0.79,0.008,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,MESA_blacklogemph950Model2_21112011filter0.8.csv.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,MESA_chineselogemph950Model2_21112011filter0.8.csv.tab.sumstats.gz,NA,NA,NA,NA,-0.155,0.166,1.016,0.008,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,MESA_hispaniclogemph950Model2_21112011filter0.8.csv.tab.sumstats.gz,0.166,0.328,0.505,0.613,0.073,0.157,1.025,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,MESA_MetaAnallogemph950Model2.csv.tab.sumstats.gz,-0.158,0.312,-0.506,0.613,0.023,0.051,1.017,0.006,0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,MESA_whitelogemph950Model2_21112011filter0.8.csv.tab.sumstats.gz,0.014,0.195,0.074,0.941,0.114,0.193,0.994,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,meta3.INTsnplist_F.txt.tab.sumstats.gz,0.044,0.282,0.155,0.877,0.036,0.098,1.015,0.006,-0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,METAANALYSIS11.TBL.2crtm2cohorts.new.tab.sumstats.gz,NA,NA,NA,NA,-0.07,0.165,1,0.007,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,METAANALYSIS1.IT.TBL.new.tab.sumstats.gz,NA,NA,NA,NA,-0.147,0.176,0.994,0.007,-7.03E-05,0.004
cad.add.160614.website.txt.tab.sumstats.gz,METAANALYSIS1.SRT.TBL.new.tab.sumstats.gz,NA,NA,NA,NA,-0.155,0.185,1.001,0.006,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,METAANALYSIS1.TBL.DS3cohorts.new.tab.sumstats.gz,-0.179,0.154,-1.163,0.245,0.203,0.148,0.998,0.006,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,METAANALYSIS2.4CRT.TBL.new.tab.sumstats.gz,NA,NA,NA,NA,-0.144,0.159,0.994,0.007,0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,METAANALYSIS2.factor.TBL.new.tab.sumstats.gz,0.243,0.525,0.463,0.643,0.058,0.171,0.99,0.006,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,metal.Chinesecc.maf02.info06.MR-base_LDhub.score_add.assoc.tab.sumstats.gz,0.144,0.13,1.107,0.268,1.036,0.705,1.02,0.008,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_BMIbySNPinter_all.txt.tab.sumstats.gz,NA,NA,NA,NA,-0.01,0.009,1.006,0.006,-0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_BMIbySNPinter_men.txt.tab.sumstats.gz,NA,NA,NA,NA,-0.004,0.011,1.026,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_BMIbySNPinter_women.txt.tab.sumstats.gz,NA,NA,NA,NA,-0.008,0.011,1.014,0.006,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_lean_all.txt.tab.sumstats.gz,0.077,0.094,0.819,0.413,0.299,0.248,0.974,0.033,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_lean_men.txt.tab.sumstats.gz,0.039,0.107,0.367,0.714,0.187,0.163,1.002,0.01,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_lean_women.txt.tab.sumstats.gz,0.114,0.237,0.479,0.632,0.455,0.419,0.966,0.037,0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_obese_all.txt.tab.sumstats.gz,0.168,0.153,1.1,0.271,0.15,0.114,0.981,0.018,-0.011,0.005
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_obese_men.txt.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_obese_women.txt.tab.sumstats.gz,0.088,0.08,1.099,0.272,0.382,0.284,0.988,0.02,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_overweight_all.txt.tab.sumstats.gz,0.112,0.06,1.879,0.06,0.508,0.293,0.972,0.026,-0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_overweight_men.txt.tab.sumstats.gz,0.121,0.062,1.951,0.051,0.478,0.19,0.992,0.009,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,METAserumurate_overweight_women.txt.tab.sumstats.gz,0.119,0.118,1.002,0.316,0.877,0.688,0.975,0.03,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,META_STAGE1_GWASHR_SUMSTATS.txt.tab.sumstats.gz,-0.012,0.045,-0.259,0.796,0.085,0.009,1.012,0.008,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,metastroke.all.chr.bp.tab.sumstats.gz,0.578,0.096,6.019,1.76E-09,0.071,0.016,0.997,0.006,0.039,0.005
cad.add.160614.website.txt.tab.sumstats.gz,metastroke.ce.chr.bp.tab.sumstats.gz,0.535,0.472,1.133,0.257,0.014,0.022,1.02,0.007,0.031,0.005
cad.add.160614.website.txt.tab.sumstats.gz,metastroke.lvd.chr.bp.tab.sumstats.gz,0.911,0.421,2.165,0.03,0.022,0.02,1.022,0.006,0.033,0.005
cad.add.160614.website.txt.tab.sumstats.gz,metastroke.svd.chr.bp.tab.sumstats.gz,NA,NA,NA,NA,-0.013,0.022,1.023,0.007,0.025,0.005
cad.add.160614.website.txt.tab.sumstats.gz,mi.add.030315.website.txt.tab.sumstats.gz,0.986,0.007,137.096,0,0.057,0.005,0.9,0.007,0.709,0.007
cad.add.160614.website.txt.tab.sumstats.gz,MIF_noBMI.data.eaf.tab.sumstats.gz,0.075,0.184,0.405,0.685,0.103,0.138,1.002,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,MIG_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.131,0.111,1.013,0.006,-9.33E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,MIP1a_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.143,0.133,1.012,0.007,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,MIP1b_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,MPV.txt.tab.sumstats.gz,0.079,0.051,1.549,0.121,0.319,0.051,0.982,0.011,-0.009,0.006
cad.add.160614.website.txt.tab.sumstats.gz,N19.ukbb.sumstats.gz,0.078,0.103,0.76,0.447,0.003,0.001,0.999,0.007,-0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,N20.ukbb.sumstats.gz,0.173,0.064,2.685,0.007,0.008,0.001,1.008,0.007,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,N32.ukbb.sumstats.gz,-0.015,0.079,-0.192,0.848,0.004,0.001,0.989,0.006,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,N40.ukbb.sumstats.gz,-0.024,0.079,-0.298,0.765,0.006,0.001,1.01,0.007,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,N6meta1821.tbl.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,N6meta1831.tbl.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.327,0.091,1.073,0.011,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,N6meta2031.tbl.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,N6meta2041.tbl.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,N6meta2241.tbl.gz.tab.sumstats.gz,0.159,0.111,1.437,0.151,0.158,0.106,1.005,0.007,0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,N81.ukbb.sumstats.gz,0.12,0.074,1.632,0.103,0.007,0.001,1.024,0.006,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,N92.ukbb.sumstats.gz,0.12,0.068,1.761,0.078,0.007,0.002,1.001,0.007,0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Neuroticism_Full.txt.gz.tab.sumstats.gz,0.078,0.036,2.202,0.028,0.089,0.007,0.989,0.012,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,O75.ukbb.sumstats.gz,-0.151,0.106,-1.43,0.153,0.003,0.001,0.988,0.006,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_GWAS_ER_negative_disease.txt.tab.sumstats.gz,0.024,0.076,0.313,0.754,0.084,0.022,1.002,0.006,0.011,0.004
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_GWAS_ER_positive_disease.txt.tab.sumstats.gz,-0.146,0.068,-2.148,0.032,0.11,0.021,1,0.007,0.021,0.005
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_GWAS.txt.tab.sumstats.gz,0.009,0.05,0.181,0.856,0.148,0.02,1.001,0.008,0.048,0.005
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_iCOGS_ER_negative_disease.txt.tab.sumstats.gz,0.021,0.069,0.303,0.762,0.05,0.011,1.019,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_iCOGS_ER_positive_disease.txt.tab.sumstats.gz,-0.005,0.037,-0.125,0.901,0.151,0.016,1.04,0.012,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_iCOGS.txt.tab.sumstats.gz,-0.03,0.038,-0.789,0.43,0.142,0.013,1.055,0.012,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_meta-analysis_ER_negative_disease.txt.tab.sumstats.gz,0.006,0.038,0.154,0.877,0.072,0.007,1.083,0.009,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_meta-analysis_ER_positive_disease.txt.tab.sumstats.gz,-0.05,0.031,-1.638,0.101,0.14,0.013,1.067,0.019,0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_meta-analysis.txt.tab.sumstats.gz,-0.04,0.029,-1.35,0.177,0.136,0.011,1.089,0.02,0.021,0.006
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_oncoarray_ER_negative_disease.txt.tab.sumstats.gz,-0.013,0.066,-0.19,0.85,0.052,0.01,1.021,0.007,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_oncoarray_ER_positive_disease.txt.tab.sumstats.gz,-0.079,0.04,-1.975,0.048,0.14,0.015,1.043,0.013,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,oncoarray_bcac_public_release_oct17_oncoarray.txt.tab.sumstats.gz,-0.079,0.039,-2.049,0.04,0.117,0.012,1.045,0.013,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Onco_TRICL_032116_Adeno.csv.tab.sumstats.gz,0.043,0.057,0.756,0.45,0.064,0.011,1.083,0.008,0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Onco_TRICL_032116_Ever.csv.tab.sumstats.gz,0.074,0.063,1.178,0.239,0.119,0.027,1.091,0.009,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Onco_TRICL_032116_Never.csv.tab.sumstats.gz,-0.124,0.131,-0.946,0.344,0.087,0.057,1.003,0.007,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Onco_TRICL_032116_Overall.csv.tab.sumstats.gz,0.092,0.05,1.833,0.067,0.086,0.016,1.077,0.01,0.024,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Onco_TRICL_032116_Small.csv.tab.sumstats.gz,0.145,0.073,1.978,0.048,0.125,0.025,1.141,0.008,0.014,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Onco_TRICL_032116_Squam.csv.tab.sumstats.gz,0.032,0.062,0.513,0.608,0.058,0.012,1.097,0.007,0.025,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Ovarian_clearcell.txt.tab.sumstats.gz,-0.258,0.14,-1.837,0.066,0.02,0.011,1.009,0.006,0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,PDGFbb_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,0,0.063,1.023,0.008,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,pgcasdeuro.gz.tab.sumstats.gz,-0.063,0.049,-1.306,0.191,0.459,0.052,0.964,0.007,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,pgc.bip.clump.2012-04.txt.gz.tab.sumstats.gz,0.048,0.035,1.387,0.165,3.125,0.101,1.099,0.019,0.037,0.011
cad.add.160614.website.txt.tab.sumstats.gz,pgc.bip.full.2012-04.txt.gz.tab.sumstats.gz,0.004,0.041,0.103,0.918,0.433,0.037,1.022,0.007,0.029,0.005
cad.add.160614.website.txt.tab.sumstats.gz,pgc.cross.AUT8.2013-05.txt.gz.tab.sumstats.gz,-0.016,0.055,-0.293,0.769,0.155,0.019,0.972,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,pgc.cross.full.2013-03.txt.tab.sumstats.gz,0.039,0.037,1.051,0.293,0.18,0.011,1.007,0.008,0.017,0.005
cad.add.160614.website.txt.tab.sumstats.gz,pgc.mdd.clump.2012-04.txt.gz.tab.sumstats.gz,0.056,0.036,1.572,0.116,2.248,0.069,1.065,0.015,0.012,0.009
cad.add.160614.website.txt.tab.sumstats.gz,pgc.mdd.full.2012-04.txt.gz.tab.sumstats.gz,0.147,0.06,2.454,0.014,0.172,0.026,1.005,0.006,0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,phs000017.pha002858.txt.gz.tab.all_neg.sumstats.gz,0.03,0.06,0.498,0.619,0.423,0.236,1.017,0.007,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,phs000021.pha002859.txt.gz.tab.all_neg.sumstats.gz,0.118,0.173,0.683,0.494,0.098,0.179,1.03,0.007,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,phs000089.pha002868.txt.gz.tab.sumstats.gz,0.032,0.048,0.671,0.502,0.409,0.119,1.124,0.009,-0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,phs000092.pha002907.txt.gz.tab.sumstats.gz,0.037,0.059,0.633,0.527,0.204,0.107,1.042,0.007,-0.003,0.003
cad.add.160614.website.txt.tab.sumstats.gz,phs000102.pha002844.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,phs000122.pha002848.txt.gz.tab.sumstats.gz,0.026,0.052,0.488,0.626,0.535,0.27,1.038,0.01,-0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,phs000124.pha002895.txt.gz.tab.sumstats.gz,0.025,0.047,0.534,0.594,0.489,0.129,1.09,0.009,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,phs000125.pha002892.txt.gz.tab.sumstats.gz,-0.159,0.13,-1.224,0.221,0.192,0.23,1.034,0.007,0.001,0.003
cad.add.160614.website.txt.tab.sumstats.gz,phs000126.pha002865.txt.gz.tab.all_neg.sumstats.gz,NA,NA,NA,NA,-0.001,0.3,1,0.008,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,phs000130.pha002847.txt.gz.tab.all_neg.sumstats.gz,0.048,0.068,0.704,0.481,0.669,0.305,1.049,0.009,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,phs000139.pha002854.txt.gz.tab.sumstats.gz,-0.033,0.077,-0.433,0.665,0.336,0.198,1.024,0.01,0,0.006
cad.add.160614.website.txt.tab.sumstats.gz,phs000171.pha002861.txt.gz.tab.sumstats.gz,0.034,0.032,1.068,0.285,2.121,0.253,0.959,0.006,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,phs000206.pha002874.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.124,0.131,1.017,0.007,0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,phs000219.pha002879.txt.gz.tab.sumstats.gz,0.039,0.062,0.634,0.526,0.682,0.238,0.965,0.008,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,PLT.txt.tab.sumstats.gz,0.055,0.039,1.427,0.154,0.12,0.012,0.985,0.008,-0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Pubertal_growth_10F_12M_combined.txt.gz.tab.sumstats.gz,-0.034,0.048,-0.697,0.486,0.431,0.048,0.952,0.008,-0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Pubertal_growth_10F.txt.gz.tab.sumstats.gz,-0.034,0.058,-0.595,0.552,0.568,0.075,0.958,0.008,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Pubertal_growth_12M.txt.gz.tab.sumstats.gz,-0.016,0.063,-0.26,0.795,0.397,0.084,0.976,0.007,-0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Pubertal_growth_PGF_PGM_combined.txt.gz.tab.sumstats.gz,-0.154,0.058,-2.638,0.008,0.334,0.051,0.972,0.008,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Pubertal_growth_PGF.txt.gz.tab.sumstats.gz,-0.119,0.075,-1.587,0.112,0.375,0.095,0.983,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Pubertal_growth_PGM.txt.gz.tab.sumstats.gz,-0.176,0.076,-2.308,0.021,0.388,0.1,0.982,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Pubertal_growth_PTF_PTM_combined.txt.gz.tab.sumstats.gz,-0.162,0.068,-2.378,0.017,0.452,0.111,0.981,0.007,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Pubertal_growth_PTF.txt.gz.tab.sumstats.gz,-0.064,0.093,-0.686,0.493,0.23,0.085,0.982,0.006,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Pubertal_growth_PTM.txt.gz.tab.sumstats.gz,-0.149,0.072,-2.055,0.04,0.434,0.114,0.976,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,R04.ukbb.sumstats.gz,0.158,0.118,1.337,0.181,0.003,0.001,0.996,0.006,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,R07.ukbb.sumstats.gz,0.551,0.052,10.637,2.00E-26,0.016,0.002,1.006,0.008,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,R10.ukbb.sumstats.gz,0.342,0.054,6.27,3.62E-10,0.012,0.002,0.996,0.007,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,R11.ukbb.sumstats.gz,0.453,0.299,1.519,0.129,0.001,0.001,0.995,0.006,-0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,R14.ukbb.sumstats.gz,-0.003,0.107,-0.026,0.979,0.003,0.001,0.992,0.007,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,R31.ukbb.sumstats.gz,0.09,0.107,0.842,0.4,0.003,0.002,1.008,0.006,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,R35.ukbb.sumstats.gz,0.205,0.116,1.769,0.077,0.003,0.001,0.998,0.007,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,R55.ukbb.sumstats.gz,0.349,0.093,3.763,0,0.005,0.001,1.009,0.007,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,R69.ukbb.sumstats.gz,0.209,0.081,2.568,0.01,0.005,0.001,0.998,0.007,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,RA_GWASmeta2_20090505-results.txt.gz.tab.sumstats.gz,0.047,0.049,0.97,0.332,0.177,0.033,0.944,0.011,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,RA_GWASmeta_Asian_v2.txt.tab.sumstats.gz,-0.185,0.061,-3.034,0.002,0.149,0.033,0.98,0.009,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,RA_GWASmeta_European_v2.txt.tab.sumstats.gz,0.078,0.038,2.077,0.038,0.15,0.027,0.951,0.015,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,RA_GWASmeta_TransEthnic_v2.txt.tab.sumstats.gz,-0.001,0.036,-0.03,0.976,0.173,0.022,0.956,0.014,0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,RANTES_noBMI.data.eaf.tab.sumstats.gz,0.018,0.151,0.12,0.905,0.147,0.131,1,0.007,-9.27E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,RATIO_Z_score.csv.tab.sumstats.gz,0.044,0.038,1.178,0.239,0.261,0.021,0.97,0.008,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_fathers_age_death.tab.sumstats.gz,-0.706,0.081,-8.768,1.82E-18,0.04,0.007,1.018,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_mothers_age_death.tab.sumstats.gz,-0.495,0.077,-6.405,1.50E-10,0.036,0.008,1.012,0.007,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_parents_age_death.tab.sumstats.gz,-0.575,0.088,-6.498,8.14E-11,0.03,0.007,1.015,0.006,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,results.UKBiobank_9millionSNPs.parents_lifespan.Pilling_et_al_2016_Aging.txt.gz.BETA_top_1_percent.tab.sumstats.gz,NA,NA,NA,NA,0,0.006,1.035,0.007,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,S09.ukbb.sumstats.gz,0.187,0.095,1.973,0.048,0.004,0.001,0.993,0.006,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,S52.ukbb.sumstats.gz,-0.115,0.067,-1.719,0.086,0.006,0.002,0.998,0.007,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,S66.ukbb.sumstats.gz,0.038,0.117,0.326,0.744,0.002,0.001,1,0.007,0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,S76.ukbb.sumstats.gz,0.063,0.139,0.453,0.65,0.002,0.001,0.998,0.006,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Saturation_Benyamin_NatCom_2014_Replication.txt.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,Saturation_Benyamin_NatCom_2014.txt.tab.sumstats.gz,0.006,0.073,0.084,0.933,0.126,0.098,1.011,0.022,-0.007,0.006
cad.add.160614.website.txt.tab.sumstats.gz,SCF_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.057,0.055,1.018,0.007,-0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,SCGFb_noBMI.data.eaf.tab.sumstats.gz,0.249,0.189,1.316,0.188,0.133,0.121,1.008,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,SDF1a_noBMI.data.eaf.tab.sumstats.gz,0.105,0.435,0.242,0.809,0.018,0.068,0.995,0.007,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Se_ALSPAC_autosomes.txt.tab.sumstats.gz,-0.054,0.141,-0.38,0.704,0.207,0.175,1.009,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Se_QIMR_autosomes.txt.tab.sumstats.gz,-0.225,0.236,-0.953,0.341,0.122,0.169,1.004,0.007,-3.91E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,SHR.FEMALES.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,0.052,0.078,0.668,0.504,0.184,0.041,0.993,0.008,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,SHR.INVNORMAL.AfricanAmericans.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.04,0.095,1.004,0.007,0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,SHR.INVNORMAL.EuropeanAncestry.Stage1.RELEASE.ROUNDED.tbl.gz.tab.sumstats.gz,0.028,0.057,0.498,0.618,0.223,0.028,0.979,0.008,0.004,0.005
